0.0722584	0
0.0802527	0.00799432
0.0821523	0.00499113
0.0808879	0.00374892
0.0805749	0.00292071
0.0796029	0.00257526
0.0811376	0.00266318
0.0820767	0.00249022
0.0820564	0.00219626
0.0819658	0.00196648
0.0805296	0.0022862
0.0803632	0.00209363
0.0801183	0.00194136
0.0792529	0.00199486
0.0787902	0.00191388
0.0792001	0.00183661
0.079817	0.00183217
0.0807888	0.00198196
0.0807326	0.00187559
0.080716	0.00177942
0.0804879	0.00170787
0.0811592	0.00176135
0.0815359	0.00172467
0.0808075	0.00180479
0.0812182	0.00177914
0.0807153	0.00178179
0.0810721	0.00175127
0.0813384	0.00170844
0.0808651	0.00171508
0.0809166	0.00165773
0.0808567	0.00160448
0.0810889	0.00157079
0.0807023	0.00157078
0.0805585	0.00153064
0.0805832	0.00148647
0.0805849	0.00144459
0.0803911	0.00141831
0.08092	0.00147833
0.0808585	0.00144124
0.0804894	0.00145242
0.0804319	0.00141772
0.0805111	0.00138582
0.0802606	0.00137619
0.0807466	0.00142968
0.0808096	0.00139896
0.0810159	0.00138369
0.0814305	0.00141598
0.0816312	0.00140062
0.0813606	0.00139817
0.0812001	0.0013793
0.0811751	0.00135221
0.0809188	0.0013505
0.0809528	0.00132521
0.0812773	0.00134031
0.081089	0.00132911
0.0810262	0.00130668
0.08108	0.00128467
0.081276	0.00127746
0.0812653	0.00125567
0.0815562	0.00126838
0.0814289	0.0012539
0.0813	0.00124023
0.0815002	0.00123669
0.0813313	0.00122888
0.0813603	0.00121018
0.0813282	0.00119213
0.0812831	0.00117507
0.0810984	0.0011723
0.0810377	0.00115678
0.0810131	0.0011404
0.0811715	0.00113532
0.0813493	0.00113348
0.0812444	0.00112275
0.0812797	0.00110804
0.0814283	0.00110322
0.0813823	0.00108958
0.0813745	0.00107537
0.0815414	0.00107454
0.0814619	0.00106383
0.0816534	0.00106776
0.0814211	0.00107978
0.0813194	0.00107137
0.0814687	0.00106887
0.0813744	0.00106027
0.0816665	0.00108769
0.0818267	0.00108683
0.0818979	0.00107662
0.0817795	0.00107088
0.0816627	0.0010652
0.0816452	0.00105345
0.0815842	0.00104359
0.0815995	0.0010323
0.0815049	0.00102552
0.0814969	0.00101458
0.0813422	0.00101569
0.0813119	0.00100551
0.0811768	0.00100422
0.0810105	0.00100774
0.0809102	0.00100255
0.0809523	0.000993364
0.0809291	0.000983752
0.0809625	0.000974632
0.0810064	0.000966121
0.0809794	0.000957167
0.0809522	0.000948398
0.0809825	0.000939897
0.0809322	0.00093243
0.0808385	0.000928494
0.0809022	0.000922137
0.0808473	0.00091536
0.0807918	0.000908776
0.0807835	0.000900663
0.0807123	0.00089549
0.080675	0.000888384
0.0806846	0.000880677
0.0805614	0.000881702
0.0805349	0.000874537
0.0806057	0.000869983
0.0805351	0.000865522
0.0805311	0.000858288
0.0805474	0.000851321
0.080593	0.000845545
0.0805215	0.000841678
0.0804344	0.000839396
0.0805303	0.000838157
0.0804255	0.000838065
0.0804301	0.000831453
0.0803676	0.0008273
0.0802916	0.00082437
0.0802511	0.000819007
0.0801244	0.000822546
0.0800882	0.000817091
0.0801247	0.000811744
0.0800679	0.000807663
0.0801615	0.000807103
0.0801335	0.000801634
0.0801954	0.000798163
0.0801083	0.000797135
0.0801049	0.000791387
0.080005	0.000792029
0.0801411	0.000798073
0.0801202	0.000792707
0.0800985	0.000787444
0.080032	0.000784782
0.0800329	0.000779351
0.0800178	0.000774142
0.0799892	0.000769388
0.0799577	0.000764822
0.0800408	0.00076421
0.0800304	0.00075917
0.0799875	0.000755347
0.0799694	0.000750579
0.0799195	0.000747325
0.079861	0.000744754
0.079802	0.000742283
0.079846	0.00073882
0.0798139	0.000734801
0.0797404	0.000733831
0.0797463	0.000729225
0.0797608	0.000724799
0.0797773	0.000720472
0.0798619	0.00072099
0.0798307	0.000717232
0.079807	0.00071324
0.0797542	0.000710864
0.0797396	0.00070672
0.0796702	0.000705898
0.0796105	0.000704213
0.0795208	0.000705762
0.0795563	0.000702494
0.0795546	0.000698376
0.0795539	0.000694304
0.0795881	0.000691128
0.0795543	0.000687977
0.0796477	0.000690377
0.0796344	0.000686571
0.0796238	0.000682765
