0	0
0.0256496	0
0.0512993	0
0.0769489	0
0.102599	0
0.128248	0
0.153898	0
0.179547	0
0.205197	0
0.230847	0
0.256496	0
0.282146	0
0.307796	0
0.333445	0
0.359095	0
0.384745	0
0.410394	0
0.436044	0
0.461694	0
0.487343	0
0.512993	0
0.538642	0
0.564292	0
0.589942	0
0.615591	0
0.641241	0
0.666891	0
0.69254	0
0.71819	0
0.74384	0
0.769489	0
0.795139	0
0.820788	0
0.846438	0
0.872088	0
0.897737	0
0.923387	0
0.949037	0
0.974686	0
1.00034	0
1.02599	0
1.05164	0
1.07728	0
1.10293	0
1.12858	0
1.15423	2
1.17988	448
1.20553	822
1.23118	24
1.25683	0
1.28248	0
1.30813	0
1.33378	0
1.35943	0
1.38508	0
1.41073	0
1.43638	0
1.46203	0
1.48768	0
1.51333	0
1.53898	0
1.56463	0
1.59028	0
1.61593	0
1.64158	0
1.66723	32
1.69288	482
1.71853	134
1.74418	0
1.76983	0
1.79547	0
1.82112	0
1.84677	0
1.87242	0
1.89807	0
1.92372	0
1.94937	0
1.97502	0
2.00067	0
2.02632	0
2.05197	160
2.07762	1902
2.10327	530
2.12892	0
2.15457	0
2.18022	0
2.20587	0
2.23152	0
2.25717	0
2.28282	0
2.30847	0
2.33412	0
2.35977	0
2.38542	332
2.41107	904
2.43672	60
2.46237	0
2.48802	0
2.51366	0
2.53931	0
0	0
0.0256496	0
0.0512993	0
0.0769489	0
0.102599	0
0.128248	0
0.153898	0
0.179547	0
0.205197	0
0.230847	0
0.256496	0
0.282146	0
0.307796	0
0.333445	0
0.359095	0
0.384745	0
0.410394	0
0.436044	0
0.461694	0
0.487343	0
0.512993	0
0.538642	0
0.564292	0
0.589942	0
0.615591	0
0.641241	0
0.666891	0
0.69254	0
0.71819	0
0.74384	0
0.769489	0
0.795139	0
0.820788	0
0.846438	0
0.872088	0
0.897737	0
0.923387	0
0.949037	0
0.974686	0
1.00034	0
1.02599	0
1.05164	0
1.07728	0
1.10293	0
1.12858	2
1.15423	102
1.17988	426
1.20553	584
1.23118	166
1.25683	16
1.28248	0
1.30813	0
1.33378	0
1.35943	0
1.38508	0
1.41073	0
1.43638	0
1.46203	0
1.48768	0
1.51333	0
1.53898	0
1.56463	0
1.59028	0
1.61593	0
1.64158	8
1.66723	124
1.69288	312
1.71853	162
1.74418	42
