0 3.10945 0
1 3.06439 0.0450645
2 3.12377 0.0648342
3 3.10876 0.0482399
4 3.07803 0.0483832
5 3.07191 0.0399745
6 3.08231 0.0353466
7 3.09612 0.0335852
8 3.10961 0.0325453
9 3.10168 0.0301704
10 3.12518 0.036016
11 3.10756 0.0373014
12 3.11412 0.0349338
13 3.11716 0.0324842
14 3.10092 0.0343256
15 3.11544 0.0352417
16 3.11307 0.033189
17 3.11032 0.0314107
18 3.11276 0.0298111
19 3.11676 0.0285634
20 3.12335 0.0279576
21 3.13412 0.0287487
22 3.13305 0.0274912
23 3.13403 0.0263391
24 3.13167 0.0253736
25 3.13691 0.0249354
26 3.13547 0.0240376
27 3.13371 0.0232294
28 3.1313 0.0225436
29 3.13335 0.0218756
30 3.13039 0.0213653
31 3.12426 0.0215755
32 3.12075 0.0212041
33 3.12359 0.0207669
34 3.12319 0.0201688
35 3.12346 0.0196024
36 3.12667 0.019335
37 3.12271 0.0192315
38 3.1242 0.0187907
39 3.12501 0.0183328
40 3.12607 0.0179116
41 3.12513 0.0175054
42 3.12786 0.0173102
43 3.1299 0.0170345
44 3.12555 0.0172097
45 3.12864 0.0171138
46 3.1254 0.017057
47 3.12864 0.017009
48 3.12731 0.0167109
49 3.12673 0.0163838
50 3.12419 0.0162577
51 3.12873 0.0165755
52 3.12793 0.0162794
53 3.12869 0.0159928
54 3.12813 0.0157093
55 3.12698 0.015469
56 3.1275 0.0152041
57 3.13059 0.0152564
58 3.13063 0.0149956
59 3.13292 0.0149202
60 3.13105 0.0147913
61 3.13147 0.0145566
62 3.13343 0.0144577
63 3.13762 0.014833
64 3.1334 0.015199
65 3.13286 0.0149766
66 3.13322 0.0147556
67 3.1327 0.0145463
68 3.13121 0.0144105
69 3.1328 0.0142919
70 3.13331 0.0140982
71 3.13203 0.0139596
72 3.13497 0.0140776
73 3.13478 0.0138873
74 3.13834 0.0141545
75 3.13593 0.0141736
76 3.13781 0.0141143
77 3.13805 0.0139343
78 3.13859 0.0137673
79 3.13696 0.0136912
80 3.13648 0.0135297
81 3.13673 0.0133659
82 3.1377 0.0132397
83 3.14051 0.0133798
84 3.14056 0.0132215
85 3.1428 0.0132578
86 3.14076 0.0132618
87 3.1425 0.0132251
88 3.14495 0.0133025
89 3.14417 0.0131768
90 3.14354 0.0130466
91 3.14517 0.013007
92 3.14335 0.0129941
93 3.14732 0.013453
94 3.14859 0.0133711
95 3.14855 0.0132312
96 3.14733 0.0131507
97 3.14817 0.0130431
98 3.14687 0.0129761
99 3.14615 0.0128657
100 3.14686 0.0127573
101 3.1455 0.0127043
102 3.14515 0.0125852
103 3.14353 0.0125691
104 3.14331 0.0124506
105 3.14134 0.0124893
106 3.14277 0.0124538
107 3.14516 0.0125681
108 3.14494 0.0124543
109 3.1456 0.0123581
110 3.14456 0.0122903
111 3.14325 0.0122505
112 3.14447 0.0122025
113 3.14396 0.0121057
114 3.14386 0.0120004
115 3.14136 0.0121563
116 3.1406 0.0120758
117 3.13912 0.0120646
118 3.13877 0.0119678
119 3.13902 0.0118702
120 3.13776 0.0118387
121 3.13842 0.0117594
122 3.13828 0.0116643
123 3.14062 0.0118056
124 3.13939 0.0117752
125 3.13962 0.0116836
126 3.14024 0.0116075
127 3.13964 0.0115319
128 3.14156 0.0116024
129 3.14114 0.0115207
130 3.14072 0.01144
131 3.13818 0.011633
132 3.13869 0.0115562
133 3.13946 0.0114958
134 3.14004 0.0114249
135 3.1383 0.0114731
136 3.13888 0.0114037
137 3.1401 0.0113861
138 3.14188 0.0114431
139 3.14181 0.0113613
140 3.14346 0.0113998
141 3.14322 0.0113218
142 3.14374 0.0112543
143 3.1431 0.0111938
144 3.14388 0.0111432
145 3.14372 0.0110677
146 3.14414 0.0110001
147 3.14422 0.0109259
148 3.14324 0.0108968
149 3.14278 0.0108335
150 3.14328 0.0107729
151 3.14427 0.0107475
152 3.14374 0.01069
153 3.14293 0.010651
154 3.14287 0.0105823
155 3.14303 0.0105155
156 3.14375 0.0104727
157 3.14375 0.0104062
158 3.14438 0.0103592
159 3.14416 0.0102966
160 3.14575 0.0103564
161 3.14612 0.0102988
162 3.1459 0.0102379
163 3.14575 0.0101764
164 3.14491 0.0101487
165 3.14383 0.0101451
166 3.14398 0.0100852
167 3.1442 0.0100274
168 3.1442 0.00996787
169 3.14413 0.00990929
170 3.14428 0.0098522
171 3.14414 0.00979568
172 3.14408 0.00973911
173 3.14479 0.00970913
174 3.14642 0.00978948
175 3.14621 0.00973597
176 3.14626 0.00968098
177 3.14568 0.00964446
178 3.14629 0.00960993
179 3.14595 0.00956218
180 3.14496 0.00956127
181 3.14363 0.00960062
182 3.14179 0.00972481
183 3.14187 0.00967214
184 3.14214 0.00962367
185 3.14178 0.00957858
186 3.1413 0.00953918
187 3.14184 0.00950357
188 3.14218 0.00945908
189 3.14125 0.00945495
190 3.13995 0.00949433
191 3.13998 0.00944478
192 3.14019 0.00939808
193 3.13945 0.00937836
194 3.13861 0.00936763
195 3.13883 0.00932218
196 3.13868 0.00927594
197 3.1394 0.00925685
198 3.13852 0.00925154
199 3.13777 0.00923635
