0.2	99	0	1	6.89755e-10
0.2	99	1	1	6.89755e-10
0.2	99	2	1	6.89755e-10
0.2	99	3	1	6.89755e-10
0.2	99	4	1	6.89755e-10
0.2	99	5	1	6.89755e-10
0.2	99	6	1	6.89755e-10
0.2	99	7	1	6.89755e-10
0.2	99	8	1	6.89755e-10
0.2	99	9	1	6.89755e-10
0.2	99	10	1	6.89755e-10
0.2	99	11	1	6.89755e-10
0.2	99	12	1	6.89755e-10
0.2	99	13	1	6.89755e-10
0.2	99	14	1	6.89755e-10
0.2	99	15	1	6.89755e-10
0.2	99	16	1	6.89755e-10
0.2	99	17	1	6.89755e-10
0.2	99	18	1	6.89755e-10
0.2	99	19	1	6.89755e-10
0.2	99	20	1	6.89755e-10
0.2	99	21	1	6.89755e-10
0.2	99	22	1	6.89755e-10
0.2	99	23	1	6.89755e-10
0.2	99	24	1	6.89755e-10
0.2	99	25	1	6.89755e-10
0.2	99	26	1	6.89755e-10
0.2	99	27	1	6.89755e-10
0.2	99	28	1	6.89755e-10
0.2	99	29	1	6.89755e-10
0.2	99	30	1	6.89755e-10
0.2	99	31	1	6.89755e-10
0.2	99	32	1	6.89755e-10
0.2	99	33	1	6.89755e-10
0.2	99	34	1	6.89755e-10
0.2	99	35	1	6.89755e-10
0.2	99	36	1	6.89755e-10
0.2	99	37	1	6.89755e-10
0.2	99	38	1	6.89755e-10
0.2	99	39	1	6.89755e-10
0.2	99	40	1	6.89755e-10
0.2	99	41	1	6.89755e-10
0.2	99	42	1	6.89755e-10
0.2	99	43	1	6.89755e-10
0.2	99	44	1	6.89755e-10
0.2	99	45	1	6.89755e-10
0.2	99	46	1	6.89755e-10
0.2	99	47	1	6.89755e-10
0.2	99	48	1	6.89755e-10
0.2	99	49	1	6.89755e-10
0.3	99	0	1	6.89755e-10
0.3	99	1	0.999826	1.31225e-05
0.3	99	2	0.999667	2.57391e-05
0.3	99	3	0.999521	3.78165e-05
0.3	99	4	0.999394	4.89651e-05
0.3	99	5	0.999276	5.95913e-05
0.3	99	6	0.999164	6.97912e-05
0.3	99	7	0.999066	7.89016e-05
0.3	99	8	0.99898	8.68702e-05
0.3	99	9	0.998906	9.3871e-05
0.3	99	10	0.998844	9.99072e-05
0.3	99	11	0.998796	0.000104768
0.3	99	12	0.998764	0.000108138
0.3	99	13	0.998744	0.000110457
0.3	99	14	0.998729	0.000112255
0.3	99	15	0.998724	0.000113093
0.3	99	16	0.998722	0.00011369
0.3	99	17	0.998722	0.000114126
0.3	99	18	0.998728	0.000113927
0.3	99	19	0.998736	0.000113488
0.3	99	20	0.99875	0.000112253
0.3	99	21	0.998771	0.000110418
0.3	99	22	0.9988	0.000107831
0.3	99	23	0.998826	0.000105238
0.3	99	24	0.998853	0.000102481
0.3	99	25	0.998879	9.97932e-05
0.3	99	26	0.9989	9.74763e-05
0.3	99	27	0.998909	9.56777e-05
0.3	99	28	0.998911	9.40836e-05
0.3	99	29	0.998904	9.28972e-05
0.3	99	30	0.998891	9.21536e-05
0.3	99	31	0.998872	9.18979e-05
0.3	99	32	0.998852	9.1851e-05
0.3	99	33	0.99883	9.18924e-05
0.3	99	34	0.998806	9.20609e-05
0.3	99	35	0.998781	9.22989e-05
0.3	99	36	0.998756	9.26872e-05
0.3	99	37	0.998732	9.31057e-05
0.3	99	38	0.998706	9.35593e-05
0.3	99	39	0.99868	9.39901e-05
0.3	99	40	0.998655	9.43799e-05
0.3	99	41	0.998629	9.47349e-05
0.3	99	42	0.998606	9.50107e-05
0.3	99	43	0.998583	9.52428e-05
0.3	99	44	0.998559	9.54493e-05
0.3	99	45	0.998542	9.55944e-05
0.3	99	46	0.998527	9.5827e-05
0.3	99	47	0.998516	9.60709e-05
0.3	99	48	0.998508	9.63988e-05
0.3	99	49	0.998504	9.67036e-05
0.4	99	0	1	6.89755e-10
0.4	99	1	0.990658	0.000141077
0.4	99	2	0.981554	0.000281508
0.4	99	3	0.972667	0.000420483
0.4	99	4	0.963938	0.000558245
0.4	99	5	0.955388	0.000694673
0.4	99	6	0.946989	0.000829679
0.4	99	7	0.938725	0.000962985
0.4	99	8	0.930606	0.00109439
0.4	99	9	0.922632	0.00122375
0.4	99	10	0.914773	0.00135115
0.4	99	11	0.907033	0.00147581
0.4	99	12	0.899474	0.0015977
0.4	99	13	0.892059	0.00171687
0.4	99	14	0.884798	0.00183305
0.4	99	15	0.877675	0.00194686
0.4	99	16	0.870698	0.00205781
0.4	99	17	0.863884	0.00216571
0.4	99	18	0.857205	0.00227126
0.4	99	19	0.850646	0.00237407
0.4	99	20	0.84423	0.0024743
0.4	99	21	0.837973	0.00257224
0.4	99	22	0.831852	0.00266821
0.4	99	23	0.825892	0.00276175
0.4	99	24	0.820055	0.00285372
0.4	99	25	0.814376	0.00294321
0.4	99	26	0.808854	0.00303111
0.4	99	27	0.80347	0.00311741
0.4	99	28	0.798213	0.00320219
0.4	99	29	0.793101	0.00328501
0.4	99	30	0.788111	0.00336617
0.4	99	31	0.783294	0.00344473
0.4	99	32	0.778668	0.00352055
0.4	99	33	0.774249	0.00359292
0.4	99	34	0.770021	0.00366238
0.4	99	35	0.765936	0.00373018
0.4	99	36	0.761974	0.00379592
0.4	99	37	0.75814	0.00385973
0.4	99	38	0.754482	0.00392095
0.4	99	39	0.750994	0.00397905
0.4	99	40	0.747683	0.00403417
0.4	99	41	0.744571	0.00408535
0.4	99	42	0.741612	0.00413325
0.4	99	43	0.738862	0.00417656
0.4	99	44	0.736356	0.00421522
0.4	99	45	0.734104	0.00424944
0.4	99	46	0.732108	0.00427906
0.4	99	47	0.730398	0.00430366
0.4	99	48	0.728994	0.00432303
0.4	99	49	0.727868	0.00433774
0.5	99	0	1	6.89755e-10
0.5	99	1	0.967646	0.000154624
