5.91114 0
5.54841 0.131573
5.49897 0.065481
5.50493 0.0401603
5.48568 0.0285653
5.49965 0.0217279
5.46927 0.0192624
5.40885 0.0252613
5.43052 0.0223318
5.42778 0.0189717
5.42034 0.0165367
5.41526 0.014539
5.41136 0.0129019
5.44244 0.0149934
5.42572 0.0145306
5.42475 0.0131642
5.4304 0.0121241
5.42736 0.0111468
5.4438 0.0114102
5.46449 0.0124155
5.46499 0.011526
5.46785 0.0107743
5.47468 0.0102878
5.4566 0.0112093
5.45774 0.0105407
5.46521 0.0102094
5.45868 0.00985801
5.44837 0.00988069
5.4635 0.0105801
5.46464 0.0100566
5.46074 0.0096519
5.45231 0.00959432
5.46403 0.0099348
5.45261 0.0102447
5.44597 0.0100621
5.44833 0.00967473
5.45035 0.00930615
5.44287 0.00927797
5.46187 0.011144
5.47441 0.0117071
5.47483 0.011279
5.4849 0.0115243
5.48391 0.0111277
5.49285 0.0112713
5.50593 0.0120297
5.49658 0.0122237
5.48895 0.0122268
5.48257 0.0121235
5.48137 0.0117616
5.49232 0.0122468
5.49012 0.0119203
5.48567 0.0117172
5.48091 0.0115482
5.47411 0.0115635
5.47562 0.0112643
5.46815 0.011376
5.47407 0.0113392
5.48222 0.0115462
5.48392 0.0112744
5.48873 0.0111697
5.48965 0.0109012
5.48982 0.0106373
5.48454 0.0106034
5.48182 0.0104134
5.48113 0.0101765
5.485 0.0100661
5.48683 0.00986739
5.49248 0.00991117
5.49344 0.00970305
5.48412 0.0102169
5.48437 0.0100013
5.48761 0.00988116
5.4861 0.00969726
5.48371 0.00954932
5.48355 0.00935831
5.48081 0.00923863
5.4819 0.00906879
5.48294 0.00890371
5.481 0.00876773
5.47857 0.00865561
5.48627 0.00902523
5.48393 0.008909
5.48115 0.00881786
5.47905 0.00870061
5.48071 0.00857211
5.47421 0.00881175
5.47429 0.00865974
5.46984 0.0086968
5.46872 0.00856184
5.46245 0.0087905
5.45941 0.00873265
5.46049 0.00860111
5.45956 0.00847047
5.46127 0.00836328
5.46465 0.00834172
5.46834 0.00834398
5.47191 0.00834031
5.47395 0.00825337
5.47233 0.00815416
5.47047 0.0080661
