14.6921 0
15.4079 0.512375
15.4432 0.243292
15.4099 0.150897
15.2096 0.184809
15.0664 0.183632
15.2547 0.230544
15.3239 0.199458
15.191 0.215871
15.1565 0.186728
15.1146 0.166609
15.1189 0.14568
15.0911 0.131439
15.0848 0.117405
15.0461 0.111193
15.0986 0.111393
15.0873 0.102018
15.0152 0.114921
14.9963 0.10732
14.9716 0.101901
14.9834 0.095214
14.9859 0.0887244
14.9859 0.0829156
15.0011 0.0788351
15.0103 0.0744966
14.9804 0.0746387
14.9849 0.0705799
14.9725 0.0675818
14.9674 0.064214
14.972 0.0611053
14.9805 0.0585369
14.9554 0.0592807
14.9549 0.0565805
14.9521 0.0541216
14.969 0.053462
14.974 0.0513783
14.9795 0.0494699
15.0027 0.0507707
15.0107 0.0492105
15.0115 0.0473653
15.001 0.0463282
15.0074 0.04493
15.0259 0.0455874
15.0336 0.0444235
15.0152 0.045198
15.0135 0.0437399
15.0231 0.0429633
14.9984 0.0457965
14.9933 0.0445752
14.9767 0.0451582
14.9718 0.0439963
14.9702 0.0427446
14.9665 0.0416313
14.9558 0.0413072
14.9572 0.0401932
14.9538 0.0391967
14.9408 0.0394305
14.9597 0.0411082
14.9737 0.0415389
14.9753 0.0405197
14.9846 0.0401846
14.9744 0.040022
14.9814 0.0394557
14.9895 0.0390487
14.9787 0.0390757
14.9755 0.0382685
14.9845 0.0380626
14.9787 0.0374962
14.9831 0.036844
14.9875 0.0362142
14.9916 0.035586
14.9967 0.0350667
15.0054 0.0349786
15.0101 0.0344569
15.0173 0.0342148
15.0372 0.0369795
15.0296 0.03677
15.0202 0.0368287
15.0003 0.0396252
14.9994 0.0388886
15.0258 0.0444101
15.0271 0.0436115
15.0313 0.042979
15.031 0.0422117
15.0242 0.0418855
15.0102 0.0429484
15.011 0.0422131
15.012 0.0415014
15.0113 0.040806
15.0054 0.0404537
15.0085 0.039881
14.992 0.041834
14.9982 0.0415283
14.9993 0.0408757
14.9926 0.0406656
14.9901 0.0400897
14.9883 0.0395011
14.9913 0.0389861
14.9931 0.0384254
14.9939 0.0378559
