15.4286 0
15.5376 0.0118848
15.0174 0.388261
15.1455 0.26617
15.0169 0.217483
15.0332 0.1627
15.0982 0.137642
15.0713 0.113411
15.0533 0.0952187
15.0541 0.0807979
15.0678 0.07027
15.0031 0.0752718
14.9798 0.0684032
15.0784 0.0960352
15.0546 0.0884931
15.0579 0.0801918
15.0435 0.0739054
15.0186 0.0702727
15.0359 0.0659654
15.0878 0.0727275
15.0796 0.0678122
15.1156 0.0691361
15.0674 0.0755279
15.0518 0.0719578
15.0132 0.0748984
14.9963 0.0719977
14.9894 0.0682258
14.9837 0.0647284
14.97 0.0623602
14.9845 0.0603607
14.9634 0.059876
14.9799 0.0585832
14.9821 0.05594
14.9925 0.0540903
14.9923 0.0517666
15.0221 0.0548296
15.0214 0.0526038
15.0218 0.0505233
15.0277 0.0487948
15.0358 0.0473703
15.0419 0.0458692
15.0311 0.0449768
15.0106 0.0461443
15.0083 0.0446025
15.029 0.0459638
15.0219 0.0448021
15.0171 0.0435242
15.0427 0.0466565
15.0445 0.0452474
15.0255 0.046415
15.0308 0.0452446
15.0415 0.0447538
15.0574 0.0453124
15.0445 0.0452582
15.0661 0.0474493
15.0467 0.0489704
15.0616 0.0493436
15.0611 0.0480675
15.0483 0.0480872
15.055 0.0472269
15.0432 0.0471457
15.0483 0.046211
15.0375 0.046038
15.0315 0.0452433
15.0294 0.0442315
15.041 0.0443118
15.0445 0.0434163
15.0508 0.042786
15.0775 0.0476953
15.0747 0.0467369
15.0632 0.0468495
15.077 0.0474841
15.0859 0.0471712
15.089 0.0462996
15.0951 0.0456937
15.0814 0.0464196
15.0741 0.0459757
15.0725 0.045115
15.073 0.0442602
15.0681 0.0436484
15.0465 0.0470055
15.0449 0.0461679
15.0476 0.0453983
15.0449 0.0446509
15.043 0.0438963
15.0506 0.0436676
15.0567 0.043254
15.0535 0.042612
15.0607 0.0423779
15.0643 0.0417936
15.056 0.0417568
15.0544 0.0410982
15.0548 0.0404359
15.0478 0.0402549
15.0459 0.039654
15.0503 0.0392178
15.0545 0.0387845
15.0586 0.0383577
15.0575 0.0377887
15.0587 0.0372368
